day_of_year,cp_asymmetry_avg,sm_baseline
119,0.005408315798079002,0.0003595828838547285
120,0.0188087586558747,0.013247404224847834
121,0.015614740795299181,0.009672619047619048
122,0.027418145054534465,0.021230658510255487
123,0.01743435566531809,0.011135857461024499
124,0.012420015590296632,0.0061394005055976884
125,0.055809774437934036,0.04966641957005189
126,0.013888179581309395,0.007988380537400145
127,0.02961845019548159,0.024052478134110787
128,0.020624037894016244,0.015463917525773196
129,0.008743962553588683,0.002871500358937545
130,0.030071811441082327,0.023564064801178203
131,0.0379092458403573,0.030866493120119003
132,0.04906243647041662,0.041605839416058395
133,0.039037736226455566,0.03130622526088521
134,0.008583975694898657,0.0007304601899196494
135,0.021380992022244985,0.013568023469013568
136,-0.007757143932014753,-0.015362106803218726
137,0.0321745338174745,0.024944974321349962
138,0.04798978211211945,0.04129793510324484
139,0.009565615571894497,0.003563791874554526
140,0.022731073015956837,0.017556966753828913
141,0.019384591653417865,0.015157116451016635
142,0.014053838350920509,0.010869565217391304
143,0.012288655893822008,0.010218978102189781
144,0.018170474613262596,0.017259598450158505
145,0.029122175333249206,0.028215463539758154
146,0.00418750586779376,0.003317360855141909
147,0.017376677998433232,0.016216216216216217
148,0.03530425479659717,0.03322380430814166
149,0.02755229769614523,0.024641412283927914
150,-0.02263567723085875,-0.02626711061783204
151,0.007126261224105096,0.0029006526468455403
152,0.03754159250701028,0.03286034353995519
153,0.03467946433060359,0.029688631426502535
154,0.045588783742808316,0.040437158469945354
155,0.008439567113180408,0.00327391778828665
156,0.03192324293812773,0.02688375615297236
157,0.039800502128693335,0.03501658680427571
158,0.007314051240787933,0.0029006526468455403
159,-0.0008818805888417339,-0.004827330115113257
160,0.00596869964468133,0.002568807339449541
161,0.014697413882530446,0.01072881982981872
162,-0.0029546317787977434,-0.007412636780797741
163,-0.0014801204357764173,-0.006326758466691477
164,0.06952701532559348,0.06441165887009716
165,0.01925172175533064,0.01400359066427289
166,0.027214677296772696,0.021981981981981983
167,0.015556910373598798,0.010495837857401375
168,0.014352456881478928,0.009622501850481125
169,0.0170473589838622,0.012806439809732895
170,0.04787415902171783,0.04427369191364801
171,0.024843035734581097,0.02202314296379246
172,0.05372844719833412,0.05181347150259067
173,-0.0030076851178206104,-0.003913198150124511
174,0.005927615197038075,0.006112909025530385
175,0.03637690827524128,0.03770848440899202
176,-0.003574721775714709,-0.0010905125408942203
177,0.03264447426292716,0.034062387952671205
178,0.011310088268112816,0.011689691817215728
179,0.02148982670884265,0.02088677171124954
180,0.023726454242108345,0.022222222222222223
181,-0.0010362735656507293,-0.0033370411568409346
182,0.02014029052308473,0.017167381974248927
183,0.06332143548068296,0.05981651376146789
184,0.020169795621345687,0.01628423390081421
185,-0.018644327274675514,-0.022752704214845206
186,-0.004461250144656906,-0.008633093525179856
187,0.03440397470174975,0.030324652158401712
188,0.04366020824495527,0.03982136211388165
189,0.006003571677507565,0.002540834845735027
190,0.05214740844414993,0.04918032786885246
191,0.04555796617936575,0.04318689501116903
192,0.0524923105439012,0.05079605761940864
193,0.030665859481828355,0.02852962692026335
194,0.00915600409152403,0.006656804733727811
195,0.00025191968362382614,-0.0025134649910233393
196,0.00708557552088321,0.004168245547555892
197,0.023449818336086246,0.02050919377652051
198,0.02968795480059547,0.02686341278849792
199,-0.007411591220869779,-0.009974141115626155
200,-0.0024885275204243524,-0.0046411995715815784
201,0.02000711391425403,0.018409425625920472
202,0.009011278794828007,0.008106116433308769
203,0.01168990623092171,0.011602610587382161
204,0.030410610451764217,0.03125
205,0.03937485876864726,0.04122938530734633
206,0.01803508918563911,0.02023121387283237
207,-0.011495131413733201,-0.009242144177449169
208,-0.02224204880070365,-0.01990049751243781
209,0.006499107793328348,0.0077738515901060075
210,-0.005372074786171483,-0.005120702267739576
211,-0.007113993864017865,-0.007815407517677708
212,0.03227766770191265,0.030719190458980847
213,0.024677624465484722,0.022380106571936058
214,0.012504921905294347,0.0096051227321238
215,0.017117075488387885,0.013766325450052947
216,0.05261702739691644,0.0489766081871345
217,-0.00527128980867232,-0.009035056017347307
218,0.020056006191569012,0.016335227272727272
219,-0.009865141121926591,-0.013381555153707052
220,0.003160363352779641,0.0
221,0.05261275677524096,0.04994610132950054
222,0.01643402719941634,0.014380918975797966
223,0.0574706388464947,0.056129985228951254
224,0.04871934665512531,0.04816678648454349
225,0.049865176181287836,0.04898105112620665
226,0.036937724044198685,0.03579254930606282
227,0.014342107647347519,0.013024602026049204
228,0.04087737659636543,0.039492242595204514
229,0.05329231216497626,0.05195729537366548
230,0.01552231304040004,0.014364640883977901
231,-0.012611764956842448,-0.01345943979628956
232,0.020753880690431433,0.02034987504462692
233,-0.002314148811377746,-0.002144388849177984
234,-0.016000169186358992,-0.015134736064968624
235,0.020970894726883536,0.022255752546208978
236,0.020129227160421526,0.021245421245421246
237,0.006744463435007402,0.007780659503519822
238,0.04465895076172561,0.04569236135333101
239,0.01545644317962435,0.01655020228025009
240,-0.00010674552023516451,0.0010944910616563297
241,0.025990309088678307,0.026158445440956652
242,0.026851062340842936,0.026043524794862646
243,0.003881418857739295,0.002181818181818182
244,-0.006422276083897945,-0.008906305664410403
245,-0.0038946570978832143,-0.007034431691965938
246,-0.014806271693704218,-0.018455743879472693
247,0.055020438728054906,0.05102040816326531
248,0.03953848193762525,0.03535541496092296
249,-0.007081647300052712,-0.011276827937431793
250,-0.0035295161902018897,-0.0075675675675675675
251,-0.01278092206965251,-0.01649928263988522
252,0.05522411148551369,0.05197657393850659
253,-0.019202420367481553,-0.021843761569788966
254,-0.018836823012395913,-0.020756115641215715
255,0.04624159482084403,0.04513761467889908
256,0.01032127286679108,0.010101010101010102
257,0.02496550929609654,0.024500565397663022
258,0.020773660006871284,0.020124405415294547
259,0.0065116736531574335,0.0057553956834532375
260,0.014469814458635781,0.0136986301369863
261,0.012730131246427539,0.012048192771084338
262,0.016649509909431266,0.016169601149838304
263,0.037705478821460005,0.03754512635379061
264,0.0012168792248938769,0.0014619883040935672
265,0.01249346404522073,0.012221423436376708
266,-0.004457443439263952,-0.005128205128205128
267,0.021746879219358604,0.020795330171470266
268,-0.0032381662564943004,-0.004357298474945534
269,-0.0006745317045017182,-0.001856665428889714
270,0.027760122261014278,0.026607538802660754
271,0.02919887441703916,0.028153564899451554
272,-0.017150340995061342,-0.018027571580063628
273,0.0047003990085883515,0.002863278453829635
274,0.02559569740630208,0.022867513611615244
275,0.002061442673356467,-0.0014641288433382138
276,-0.00835159868885934,-0.012558306422676713
277,0.01592943261630869,0.011177347242921014
278,0.007257150136316214,0.00211118930330753
279,0.03287330296803961,0.027496382054992764
280,0.04449504358388819,0.039056742815033164
281,0.0067735237564293125,0.001445086705202312
282,0.06277080425469436,0.05772005772005772
283,0.016932467616045183,0.012318840579710146
284,0.002132650850934793,-0.0018975332068311196
285,0.007618868349408551,0.004301075268817204
286,0.009134681716918969,0.00663716814159292
287,-0.008925303426409879,-0.01051867972433805
288,0.046313226108768056,0.04568165596002855
289,0.024270511059556975,0.02346041055718475
290,0.009545822779388306,0.008604564160119716
291,0.037333820148141086,0.03632478632478633
292,-0.010628568858037016,-0.011627906976744186
293,0.0380170504438117,0.037116345467523196
294,0.03401211235874178,0.03255813953488372
295,0.05454379847040898,0.05232558139534884
296,0.019606794921856713,0.016747301823595087
297,0.00046684325392777875,-0.002902757619738752
298,-0.0049506941285135326,-0.008695652173913044
299,0.04617586267488668,0.04218928164196123
300,0.02592749521138324,0.02182759896411395
301,0.011934732498960977,0.007840342124019958
302,0.05043612162097051,0.04645300684191574
303,-0.01842397839903045,-0.02220604295595195
304,0.024816788643236325,0.021307331166486095
305,0.013977985497150475,0.009622501850481125
306,0.02881102288105613,0.023686158401184307
307,0.02207858551466469,0.01628423390081421
308,0.0593568325742541,0.053013798111837325
309,-0.005783755975380187,-0.012536873156342183
310,0.013267494544874657,0.006256900993743099
311,0.0033236456839089005,-0.0037821482602118004
312,0.0029792310784194902,-0.004054552156284556
313,0.026868943506573446,0.020074349442379184
314,0.003795883382331405,-0.0025974025974025974
315,0.009171926698901815,0.0033320992225101815
316,-0.003776579201600263,-0.008925383791503035
317,0.007348747970057995,0.0030097817908201654
318,0.001192144183380807,-0.0022404779686333084
319,-0.0037336529593592037,-0.006188569348380051
320,0.05169168521201952,0.05025868440502587
321,0.004496085545319628,0.0029304029304029304
322,-0.002659998699638436,-0.004325883201153569
323,0.03206734544493399,0.029953085528690002
324,0.002816048837922919,-0.0003544842254519674
325,0.013045497050877188,0.008908685968819599
326,0.019025219393878457,0.014032496307237814
327,0.044497983206629003,0.038776236214870155
328,-0.0018364621809551646,-0.008148148148148147
329,0.039632709351715735,0.0328777244181751
330,0.006311956996333072,-0.0007369196757553427
331,0.037655977649822515,0.030460624071322436
332,0.04188515899058479,0.03468419131069733
333,0.022538532012291917,0.015462064005753326
334,0.010515466380400866,0.003679175864606328
335,0.03352494830032136,0.02702702702702703
336,0.04075914838820318,0.03467799009200283
337,0.00924176426206439,0.0024639211545230554
338,0.07519101094260035,0.06779661016949153
339,0.03242450407445947,0.02451518477863154
340,0.006129524226611,-0.002173913043478261
341,0.033023265667428574,0.02446256486286138
342,0.030158789796124068,0.02148997134670487
343,0.014144650394277878,0.0055248618784530384
344,0.031170923993794012,0.02276064610866373
345,0.02062510857539865,0.012583271650629163
346,0.025039189423838804,0.017518248175182483
347,0.019368055487370292,0.012509197939661517
348,0.024507915495251408,0.018436578171091445
349,0.00819474009102095,0.0030165912518853697
350,0.03967918208290374,0.03547671840354767
351,0.015524770995646881,0.012354651162790697
352,0.0032639795154807026,0.0011123470522803114
353,0.040340200620468995,0.037010927035600986
354,0.015671433588226848,0.011194029850746268
355,0.01577985071319833,0.010211524434719184
356,0.019030395078201312,0.012454212454212455
357,0.011355121176096501,0.0038773352132534366
358,0.006750728368612216,-0.0015026296018031556
359,0.042990552313805566,0.034103410341034104
360,0.012281199152231689,0.0029133284777858705
361,0.03096566779250212,0.02127659574468085
362,0.015278084729437588,0.0054288816503800215
363,0.00725420494448021,-0.0025974025974025974
364,0.05568560899025327,0.045981308411214956
365,0.004645443197236348,-0.004774146162320969
